"","log2FoldChange","pvalue","padj","meanTPM_L14","meanTPM_L60"
"Ighd",1.9522827602071,7.58673681130937e-29,4.90075098985358e-26,14.1023084757222,54.4753124533436
"Scd1",2.77645239113014,9.87469924161566e-29,6.15087962403638e-26,0.570452557169902,4.0428147015174
"Csf2",3.61807641596258,1.45824274075743e-28,8.77007297984496e-26,2.36503132597171,29.9678149819349
"Serpina1c",4.60224496756953,2.47911943537426e-28,1.44127740241208e-25,0.370389800483361,9.54711437990916
"Ly6c2",-3.60949428643429,3.70256259197272e-28,2.08310948924504e-25,1082.06099521096,84.3638069310402
"Capn3",-3.49083431509364,4.35296112783672e-27,2.30060591001819e-24,47.2701687382552,4.26731421178287
"Trat1",3.43114853021265,4.29504655269906e-27,2.30060591001819e-24,1.57141239738566,25.3137309640181
"Trgj4",4.61997409737277,1.34519427304052e-26,6.90045097532345e-24,27.7398813881995,702.93662927514
"Igkc",2.47941025913019,3.88152182542123e-26,1.93421777591919e-23,71.9783277575537,402.944543104475
"Trgv5",4.15578741632411,4.24557142672001e-26,2.05686142370621e-23,3.41772751230086,62.0947776837823
"St6galnac2",2.20440868852566,8.2823558981375e-26,3.90412349241665e-23,1.20965079689154,7.20847297174401
"Prr5l",-2.64193401707075,1.93786386370709e-25,8.89428517024087e-23,30.4038087688126,4.23964188588246
"Atp8a2",3.57390823902761,1.12887130783181e-24,5.04837037946015e-22,0.244523024970378,6.84130666267436
"Icosl",1.82024179477597,1.78300881285323e-24,7.77436417624331e-22,5.21608166690588,18.2003371180505
"Ugt1a6a",-3.41478172659877,2.2002590800262e-24,9.35968746700903e-22,4.61890032583922,0.311390646689334
"Twsg1",-1.76950433493055,2.69576206713708e-24,1.11944729078423e-21,17.5409443227597,4.9352802139897
"Fcrla",3.63972354282743,4.13242624823897e-24,1.67613130687293e-21,0.431565810369589,6.95861808871423
"Pip5k1b",2.39041038331925,7.93963473369422e-24,3.14716294069002e-21,1.19885391903689,5.50173495931896
"Zfp683",2.47328587060284,1.02340061733296e-23,3.96647337042316e-21,2.92057313841992,16.3017207206848
"Coro2a",1.60830509120377,1.06204797330471e-23,4.02677797878421e-21,161.012394862216,799.702557097932
"Dpp4",-2.51338269832199,2.23965238228366e-23,8.31101642540624e-21,20.845181389894,2.84367357762573
"Igflr1",2.00437686066961,2.4622223188575e-23,8.94658738816536e-21,33.1004813385388,132.889572059261
"Alb",2.67544995927331,1.83039692301146e-22,6.51509239474344e-20,0.932659597256085,5.72597887963597
"Spaca9",2.23617897184968,2.2092412572339e-22,7.7062753534833e-20,4.4624910901995,20.8677400678628
"Sit1",1.37892417676622,2.52272669669024e-22,8.62723065038714e-20,19.4694077461633,52.8132382756889
"Mx2",-3.18561556950453,3.20476331392953e-22,1.07488994150471e-19,6.17219011369408,0.722374526053532
"Apoa1",2.92262165292322,3.41432977652958e-22,1.12357218174438e-19,1.6177470912151,12.472457291865
"Ms4a6b",-1.22684051247394,8.63296302820062e-22,2.78828718842309e-19,434.048623711145,183.394747023287
"Itga1",1.53895189023756,9.51052699705534e-22,3.01587457010259e-19,7.05028262260638,19.3265425777622
"Itgae",3.89048324007385,1.02443422532562e-21,3.19056380784003e-19,0.307867198366807,4.77700468019377
"Cd22",2.0331360901953,1.12157931999425e-21,3.43183595088065e-19,2.12770168665203,6.10844873987415
"Gbp10",-4.13641504356041,1.24554816073244e-21,3.7454492191956e-19,40.7099326214348,3.24957560613831
"Cd28",-3.52894992825915,2.12221243243421e-21,6.27347576848898e-19,70.7316268573218,5.91139654309548
"Lat2",1.60216978451412,3.11907035364236e-21,9.0666176729794e-19,79.8041285681006,228.334265067737
"Susd1",-2.57254339504531,5.2894131726043e-21,1.51233860890806e-18,24.3234693958853,2.61467415813193
"Cd79a",3.36330158990534,6.09271530363412e-21,1.71392012275295e-18,5.84406559461823,62.1108501505614
"Card6",2.06966217364705,6.43285705499395e-21,1.7808803158119e-18,1.75366933146074,7.93930709421739
"Il2",4.014267313073,9.3885213534917e-21,2.55851876447264e-18,0.619225895435062,10.2895278357883
"Ms4a4b",-1.82695441403284,1.32526708893987e-20,3.50713309170562e-18,1394.45113279989,376.177462345306
"Phf11c",-1.65354554535326,1.32716463535675e-20,3.50713309170562e-18,43.5412614576574,13.105316232353
"Cd19",2.91437749165321,1.65644130952032e-20,4.31193923572298e-18,1.60082246926059,10.2256973395847
"Ugt1a10",-5.94691697241114,3.1209477590376e-20,8.0047720390257e-18,3.20472717088075,0.0745949766846872
"Xaf1",-1.64250101002186,5.56746226496613e-20,1.40727694729383e-17,258.320940785536,76.6205128340841
"Epsti1",-1.07465147949158,5.7474397094112e-20,1.43201565674058e-17,177.181077422497,80.480507392761
"Glis1",-5.2299367392558,1.55835275968467e-19,3.77489312245283e-17,6.18543270042988,0.10547107291956
"Spry2",1.34084908931915,1.5508345091616e-19,3.77489312245283e-17,72.1154527716376,181.510172934149
"Ccl8",4.58467623734652,1.72967820911702e-19,4.13250926646712e-17,0.619964529434754,15.7174605227784
"Serpina3g",1.6807483651725,2.03052698599592e-19,4.78573258956147e-17,186.006196243346,586.706261706184
"Clca3a1",-3.17836698569266,3.07148213290975e-19,7.14262931734385e-17,1.4126737893785,0.147166083936724
"Bank1",2.2150767284342,3.86560261903529e-19,8.87104937876243e-17,1.07729132439202,5.19974941834386
"Septin4",1.52214482922411,7.55152704534904e-19,1.71046991166146e-16,19.4126195156348,51.434585948496
"Sema4a",1.59414442862064,8.79871093809182e-19,1.96741432655461e-16,9.54036024189428,27.9818151713183
"Sema6d",3.80385271081318,1.604608334609e-18,3.54252834986273e-16,0.22789070236644,2.94032107857227
"Apol7e",1.28190841993038,1.82137425725267e-18,3.97082355259298e-16,52.2587605683998,126.616688258702
"Fcmr",3.62956218963338,3.26488699002478e-18,7.0299869127188e-16,0.864192406273556,9.90437371070972
"Tent5c",1.66438851837023,4.75681789434652e-18,1.01175196213778e-15,3.28456603698503,10.808562069057
"Apol9b",3.05692898228848,5.57634631013437e-18,1.17177175897655e-15,1.45879595489054,13.1581732728114
"Rflnb",2.48171534808991,1.12445515545472e-17,2.33471694836736e-15,1.4439423941324,8.17415174324865
"Slc26a10",1.80008688714264,1.15798946284549e-17,2.3760581437045e-15,1.85745701858678,6.93590478980397
"Klhl4",11.7230491903792,1.45661624824655e-17,2.9200970098469e-15,0,2.14514552794601
"Klri2",2.95350575382479,1.45548800682365e-17,2.9200970098469e-15,3.30706951385967,26.6087372196508
"Camk4",-1.47814115401015,1.52370216289564e-17,3.01987379807533e-15,36.7201831969407,12.9592146073636
"Gcsam",1.4817596167981,1.90680006299784e-17,3.7366853818815e-15,17.2783169047916,48.5378652614289
"Slamf1",-1.64542196166133,2.00862891497827e-17,3.89249965623734e-15,11.7089166007267,3.55817987582212
"Ms4a1",2.686452637596,2.22150688938637e-17,4.25772545689974e-15,1.92564414539093,12.3259346330311
"Pf4",3.04316524089534,4.17223515820016e-17,7.9095601515401e-15,3.23565136842144,31.7236305330126
"Apobec2",-2.47763911501715,4.70580528002651e-17,8.82515590203681e-15,4.62733502818316,0.75928615099188
"Trpm1",-4.33324656359576,4.90502433795232e-17,9.10090739130068e-15,8.00109790519528,0.519256888019125
"Usp18",-2.82141699068601,6.11542170719996e-17,1.12272705258184e-14,121.234063724546,16.1689501237829
"Iglc3",3.24974058137568,6.3351111363074e-17,1.15094451383685e-14,6.30055265490486,62.7469954745651
"Gem",1.38129565230577,6.67553289918324e-17,1.20028834324386e-14,14.7261055076981,38.3545814684222
"Nek6",1.97141331867357,7.66918013301567e-17,1.36487929285639e-14,4.32898303954989,20.4915532640376
"Sytl3",1.43030752368491,9.20665876602064e-17,1.6219528842239e-14,38.4985684538656,102.468469334959
"Akr1c12",2.95429103917114,9.4800134046096e-17,1.65340913789796e-14,0.74025004971761,5.85973500886729
"Izumo4",1.67669405460224,1.00276400592752e-16,1.73160465617643e-14,22.6154308457447,75.7804520751113
"Actn2",1.46364946112924,1.04297747984563e-16,1.78338923784193e-14,38.6340814751297,111.823346821296
"Tmprss6",-2.5004350110119,1.15470694422983e-16,1.95526638973908e-14,13.2636317788641,2.20144681671805
"Ifi213",-2.1713559362749,1.31570761971058e-16,2.20646698032425e-14,117.286750752671,23.0088881033932
"Cenpa",-1.26314566009708,1.42083043988325e-16,2.36006701923845e-14,194.496802041675,77.9773522275057
"Cd79b",2.63227151561447,1.56689431977047e-16,2.57813243689781e-14,13.7929218182257,88.3917683472041
"Ifi214",-2.77093734606472,1.58572826401623e-16,2.58473707034646e-14,65.0073472213028,7.91777258770311
"Slc16a6",1.30490242077205,2.25512517863017e-16,3.64181835560082e-14,8.71997430155847,22.978223103465
"Lrrc9",-3.10564125650217,3.6058021075335e-16,5.7696141795864e-14,3.3411836263459,0.354694807794703
"Isg20",-1.11973665183789,3.69693527787796e-16,5.86165892558813e-14,109.427755971503,46.9966967080484
"Rsad2",-2.16450349373082,4.02557728873453e-16,6.3252336480017e-14,19.0441725148185,3.92813749937388
"Srfbp1",-1.62516397687822,4.92016559777861e-16,7.66184001704078e-14,34.8001005822292,13.0534857959427
"Id2",1.57111623114453,7.49095520172454e-16,1.13608477976763e-13,534.229237944489,1572.27295462616
"Marco",-5.25169765672497,7.43212359115662e-16,1.13608477976763e-13,2.11180759575508,0.120068258257467
"Tsc22d1",2.70691070143086,7.42607785187373e-16,1.13608477976763e-13,1.38931481807885,8.00900926187157
"Tlr12",2.0173118935993,7.98426411585872e-16,1.20046164176458e-13,1.0318154590311,3.03919052160835
"Plscr4",1.78008326318139,8.70367877110238e-16,1.29744326022903e-13,1.31332902810953,4.36199696663583
"Adgrg3",3.82456683171111,1.00423032582498e-15,1.48430348412826e-13,0.207343941263288,3.22601911691631
"Oasl1",-3.09429548093328,1.52229824799304e-15,2.2311263649787e-13,30.019756432868,3.54730386975494
"Prune2",-1.5106098265833,1.61952634224922e-15,2.35384657793072e-13,1.34595061457687,0.468962362046906
"Gm5124",3.2339884243441,1.76929238864948e-15,2.55026682235004e-13,0.220688087107762,2.20920971603945
"Plce1",3.76069563309379,1.83136422513615e-15,2.61810028283603e-13,0.161037661436073,1.40249596985211
"H2-DMb2",2.48552905022247,2.11499072167517e-15,2.99898806314932e-13,4.04844239948946,23.5203663921083
"Ly6d",3.12203512288657,2.25576326719802e-15,3.17280380187102e-13,5.87328406699537,53.6987429932605
"Nmral1",-1.75314396181561,2.71263527015741e-15,3.78488573974524e-13,43.7767566733254,10.9401751717453
"Ifitm10",2.91617635276102,3.71936061560237e-15,5.14836257910483e-13,3.09745356978636,22.9044031207766
"Tmod1",-2.40652391567375,3.83034887593744e-15,5.26024525552951e-13,9.96096369820419,1.52999489107862
"Itga2",2.19867398588147,3.89853917584567e-15,5.31206420046284e-13,0.76838180345478,3.60969329091241
"Ctla2a",1.40405011665618,4.05975018850135e-15,5.44662331058862e-13,77.5093959893073,212.108255637736
"Ptgs1",1.44964015915832,4.03447985426578e-15,5.44662331058862e-13,4.38187003099366,12.2034182138141
"Trgv4",3.51932663114199,6.84138130782631e-15,9.10843751067165e-13,2.51363005340437,30.7125914516004
"Qpct",3.38278640543376,7.39645896272377e-15,9.77285157339888e-13,1.66384033039195,19.1431677857164
"Cd7",1.39989779615626,1.27785496087455e-14,1.67571942651226e-12,2010.29110484698,5322.33391558721
"Acsbg1",1.32870252741171,1.41413137682314e-14,1.84058696590839e-12,11.9809436392166,29.9619945018734
"Ociad2",-1.90131542797473,1.6053943525014e-14,2.07405058533163e-12,24.1078780092985,4.64038413635039
"Cmpk2",-2.71045594327051,1.89663070677792e-14,2.43228942330248e-12,11.2169694956178,1.50215737517047
"Ctsw",0.985681149479783,1.98126865262553e-14,2.52228515112715e-12,531.631863792683,1037.00363994403
"Ms4a4c",-2.81187552337055,2.37689902483198e-14,3.00402144145613e-12,201.370827742381,27.6711498929104
"Blnk",1.63104260809524,2.46360049023502e-14,3.09119828418626e-12,2.23982795907014,7.13092397953686
"Ifit1",-2.68405057849226,2.86513312828848e-14,3.56934192074852e-12,53.1269037788132,7.57917834748483
"B3galt5",3.50237734633491,3.23923564456041e-14,4.00677367920413e-12,0.400237463933167,4.02200705401914
"Dennd3",1.94141612185026,3.26269299309121e-14,4.00736820369745e-12,0.512063347715738,1.80905261683627
"Klk1b27",2.42817952532438,4.13311577641269e-14,5.04095610184712e-12,2.29742863255217,12.9062775854861
"Gm6545",-3.747198630401,4.49080576878378e-14,5.43917662592763e-12,4.35605472521998,0.286868563015799
"Irf7",-2.15205883377168,7.14733537605657e-14,8.59701215819328e-12,292.557609343968,61.6865146121017
"Ahsg",2.9557643912977,8.10305851036192e-14,9.67982489583715e-12,0.782319709968989,6.48126004567692
"Igkv6-15",3.34947544248498,8.64346976773005e-14,1.02551534842843e-11,1.77057794870875,19.3877742169872
"Ctsd",0.92432388160991,1.24960480486362e-13,1.47259171632611e-11,345.657686808321,654.797366562767
"Cpne7",3.01096067562198,1.31231999816885e-13,1.53611899919885e-11,0.203100935891654,1.46163134974138
"Serpina1e",5.06939011804796,1.42599920966908e-13,1.65805681438922e-11,0.0833797988999549,3.11033369156919
"Ltf",2.53280155987184,1.93687524734253e-13,2.23715504562259e-11,6.83694660107879,35.8406015508401
"Ifit3",-2.61380832015194,1.97697147189e-13,2.26844470008115e-11,166.697777381683,25.0362427953503
"H1f0",1.4257168058354,2.22143001228831e-13,2.5322850225046e-11,2.88010934084486,7.78468566649456
"Heyl",3.14337302264316,2.55090582570963e-13,2.88898366923387e-11,0.384992396208592,4.07985966106564
"Atp6v0a2",0.926530527249997,2.6115945240698e-13,2.93863355447106e-11,17.9646645657594,31.9617828140534
"Plekhd1",3.46135539956096,2.75297326169789e-13,3.07785940110724e-11,0.237615152805862,1.76025205006659
"Kng1",4.46465814413087,2.86863285769948e-13,3.18674048860743e-11,0.0803850468615462,1.68959165983895
"Ccl1",3.72118776371465,4.5050377359743e-13,4.97293437678024e-11,2.40802431641759,35.203823901116
"Cd3g",1.31001443215405,4.58759283197671e-13,5.03221425047206e-11,1133.9314682271,2826.23477912119
"Trim30a",-1.54778557640374,6.69777705439567e-13,7.30099560035718e-11,81.8324525686454,26.4050851676468
"Gm43302",-2.97963510625791,6.99730185423767e-13,7.5801205987428e-11,4.78431207695527,0.549047001075704
"Gc",2.62853315704153,7.16817273332558e-13,7.71729016308219e-11,0.494362263164054,3.73839713994917
"Zfyve28",1.63378690791977,7.48862378099543e-13,8.01282744566511e-11,1.80934857402447,3.79504591960532
"Apol10b",1.74436504328253,7.80091056229894e-13,8.29607811689364e-11,1.70957392866651,5.87261232480618
"Akr1c13",1.3237070393215,8.20908485591927e-13,8.67725145285381e-11,11.4335890063704,27.9592935534201
"Bst2",-1.57787846980011,8.63816396223011e-13,9.0757962448949e-11,192.051247461764,60.3694601526185
"Lyst",-1.8494718984756,8.77423350949865e-13,9.16355728378239e-11,12.7382254670941,3.09822448079189
"Pclaf",-1.33295076629932,9.27998801793512e-13,9.63406375123848e-11,127.464217637978,47.6585451317546
"Spib",2.2748916079745,1.01840090664712e-12,1.05100178774156e-10,0.518650228646329,2.64859468163754
"Cd160",1.27245728972274,1.08487920488442e-12,1.1130222477876e-10,214.446668060215,514.853078836201
"Il18r1",-3.11958852700567,1.33345771999349e-12,1.36004889440974e-10,9.6549500218522,0.987284850924708
"Apoc1",-1.50587709204925,1.38942194252865e-12,1.40889000579315e-10,41.5497951911062,13.7571702707468
"Epdr1",-1.48923731755815,1.43386003298484e-12,1.44554640666408e-10,27.6108133826016,9.17777478113129
"Cd82",1.47979913581365,1.44630886298031e-12,1.4497168321402e-10,126.78415489129,363.038245837712
"Fam81a",-2.75685633912614,1.69000732208308e-12,1.6767641780385e-10,3.42143084591097,1.43784867368755
"Selenom",2.15280317777108,1.69205031440156e-12,1.6767641780385e-10,3.22392271853322,15.152980291589
"Tnfsf10",1.18795465265526,1.7138931562509e-12,1.68881415469898e-10,11.2192418779878,26.0070497127442
"Vcam1",1.3200894254698,1.76559410766238e-12,1.72998465346852e-10,13.9031918397517,31.9990781130122
"Atp8b4",-1.91030626873832,2.35213654495806e-12,2.29182198215718e-10,16.3768438638754,4.21492759488713
"Ifit1bl1",-1.54627056961636,2.57582684328425e-12,2.48891944710613e-10,75.9534061867229,24.2759181406641
"Trav19",-2.69166612246066,2.58296210037388e-12,2.48891944710613e-10,28.580871259459,3.97629284526348
"Efhd2",0.866240762836761,2.66607926120956e-12,2.55489496674483e-10,106.284871932107,192.440292149123
"Slc15a2",-2.94624526273148,2.90883329940141e-12,2.77229298223279e-10,8.03453144625429,1.25431011226403
"Ifi44",-3.39952381880976,3.35494634939053e-12,3.18008800433262e-10,6.39730265869057,0.650199356289212
"Fcrls",3.652082384242,3.4938806052135e-12,3.29387954786642e-10,0.166937547414383,1.81162674709785
"Ebf1",1.79013857625181,3.52722623468358e-12,3.3074383203826e-10,1.26257652728496,4.37209574939958
"Cd27",-0.920350036532468,4.11484443868488e-12,3.83780758583439e-10,238.671078019605,121.4476530168
"Olfr624",1.26178314307986,4.34131210110508e-12,4.02749065720073e-10,2.23074334100976,5.38411875469382
"Rnf213",-1.26692938820311,4.51742048190433e-12,4.16869474205785e-10,37.6369052585954,14.5769224783825
"Bend4",-1.72737088262157,6.04423152336769e-12,5.54828642100294e-10,4.33993330019741,1.20049031234344
"Cd38",1.04979447863768,6.2386883548068e-12,5.69680437676364e-10,65.8279258590943,134.567357817381
"Sytl1",1.25511602613468,6.57652305188972e-12,5.97401763270878e-10,4.14759985956049,9.91614173236537
"Cr2",2.4413229308749,6.67483575997407e-12,6.03190727925947e-10,0.473179383739981,1.8494831061666
"Ppp1r3g",-3.25761446577948,6.92832825909289e-12,6.22870995705356e-10,1.11106594948618,0.0964322667344736
"Cep57l1",-1.15085534267956,7.46256090402198e-12,6.67459101164345e-10,14.6868287830517,5.97265531525793
"Kif3a",1.39325269698881,8.20072566012005e-12,7.2973906243956e-10,3.65203521244487,9.03918776505837
"Vpreb3",3.14262900178499,8.49278643921253e-12,7.51891818712212e-10,1.27148428837456,12.3359143531523
"Sh3tc1",1.3233276577471,8.61970505945183e-12,7.59274120918684e-10,2.3987484186606,6.99755803830612
"Clu",2.75306318412241,1.18512911838662e-11,1.03868527405935e-09,0.787829221082909,6.04208551292331
"Sell",-2.60962072224461,1.2081011037665e-11,1.05352456753957e-09,168.741865488576,22.9492257148433
"Padi2",1.08962516312185,1.31529260608902e-11,1.14129444491536e-09,34.4165485608694,72.7945974762508
"Nrp1",-1.88746491033942,1.39090820358427e-11,1.20093217716402e-09,42.0241232751003,10.3294521047002
"Vmp1",-0.833489854091493,1.4609343224149e-11,1.2551800747408e-09,358.141136037178,177.398093462869
"Rasgrf1",2.63711182185844,1.57573134496207e-11,1.34717305820997e-09,0.15758491103133,1.73721092479111
"Bhlhe40",1.67907255525739,1.65531748100748e-11,1.4034033831245e-09,17.0549498305737,58.5810526012787
"Gm49396",1.44558209430076,1.66353218220159e-11,1.4034033831245e-09,8.65401573122767,24.2608509230074
"Smpd5",1.42573753946265,1.66564130672996e-11,1.4034033831245e-09,16.1884727793853,44.5953245169648
"Iglc2",2.82763866907694,1.95346132038269e-11,1.63799610042281e-09,7.82392921877383,60.4335309882434
"Spns3",2.10093529497325,2.25599957449125e-11,1.88262624778478e-09,1.61933196711887,7.26027474909844
"Abhd6",-1.20281227010097,2.37269886624538e-11,1.97058290124693e-09,35.3262575848338,14.8300516670098
"Sh3bp2",1.09541245133547,2.49902789973008e-11,2.06566566820817e-09,10.3229318855561,22.7295347480626
"Htra3",2.20800269967446,2.91810576562855e-11,2.400692578223e-09,1.1221959273032,5.13385330156198
"Cd55",-1.83879035177354,3.00778921115878e-11,2.46285688412301e-09,42.4874389293401,11.9613635118156
"Zmat3",1.53817925555723,3.22648678238368e-11,2.6295867276427e-09,0.513710383020809,1.51862337316603
"Mzb1",2.99340521204876,3.26312496151976e-11,2.64707732343564e-09,1.32744257881893,10.8343898278091
"Tnf",1.42641221347335,3.59900889433222e-11,2.90603306139112e-09,2.40108486402118,6.55135408063935
"Cdh13",4.3983710375397,3.61749771934515e-11,2.90750127756216e-09,0.0530734378435287,0.743799650080412
"Gng11",2.63478444138256,3.76359514216904e-11,2.99842843947555e-09,0.844364746406097,5.64290649402347
"Rtp4",-1.82329303270483,3.76501248922164e-11,2.99842843947555e-09,350.312778492309,92.930163115385
"Lgals1",-1.03548697562961,4.07740295975838e-11,3.23245386459754e-09,973.698412357205,458.325016176146
"Amigo1",2.06245442075741,4.48665742572728e-11,3.54080507520858e-09,0.191050548836962,0.934963822644349
"BC147527",-1.01994400251383,4.74339619513203e-11,3.72655734411251e-09,71.1129352695756,33.334036166123
"Spp1",-2.03468697019014,5.12073900492582e-11,4.00496901277629e-09,68.9208886265938,15.3028154396997
"Prkcz",1.26729858426603,6.29502330373148e-11,4.90140631430271e-09,4.07672661345048,8.90407582067458
"Slco2b1",2.13967653961618,6.55142095002263e-11,5.0783703461931e-09,0.284732788053246,1.1836193158776
"Igkv8-21",6.37601911341265,6.93367257446204e-11,5.35089306952179e-09,0.117918564098678,11.7408365065947
"Parpbp",-1.45956316180201,8.74303590234962e-11,6.71750172567752e-09,7.8525065642767,2.5582190231653
"Ifi209",-2.34964005610372,9.79686743519395e-11,7.49417390075516e-09,114.33921832326,18.2458818850125
"Cyth3",1.47755273977088,1.06115696858069e-10,8.08193829214665e-09,4.81556491742567,14.2645902787574
"Prg2",9.61070447912047,1.10089178196132e-10,8.34811024747275e-09,0.0272891053455935,29.0037861606086
"Klra1",2.37707205276561,1.10755445791334e-10,8.36227588764785e-09,3.23848577634821,15.5281280228183
"Igkv19-93",2.90200243402609,1.21457413362305e-10,9.13077045884464e-09,1.96373529616198,15.1067256287223
"Zmiz1",0.893570276586799,1.26217676886125e-10,9.44790773635582e-09,3.38950496226188,6.24560498026444
"Rida",-0.949005157018234,1.28664306011381e-10,9.58988957754058e-09,41.3192616778519,20.3277551104169
"Fbxo5",-1.23302697101513,1.75708226283576e-10,1.30405411685611e-08,44.8651919059696,19.207875903311
"Pdzk1",3.20014156557079,1.94953695459089e-10,1.44075737394151e-08,0.235244055041595,2.04916898428683
"Hist1h2ap",-0.948277168415413,2.12552328838681e-10,1.56418783429344e-08,775.014284870157,381.603240320808
"Mcam",1.55062761348591,2.16965278910089e-10,1.58995438213062e-08,1.07566605811712,3.19149760141762
"Ppp2r2c",2.08183945002541,2.25326696741321e-10,1.64431921249597e-08,0.918294248770853,1.72364166483585
"Med7",-1.3313379174829,2.37851096154436e-10,1.72848373667896e-08,37.7410506106936,12.4776901065875
"Ifi27",1.14150721104753,2.47975447698493e-10,1.79458082294997e-08,141.649469781043,308.475908155733
"Slc4a1",2.92434482807622,2.63681140572424e-10,1.9003565176544e-08,0.215214323869749,1.73241650322498
"Susd4",3.41269232402118,3.10195920980196e-10,2.22638973572659e-08,0.206475032138422,1.22551752633313
"H2bc15",-2.59392017455156,3.96833836075118e-10,2.83654874384678e-08,13.0501935914788,1.94212254528091
"Gpr68",0.932629269249293,4.4614493878984e-10,3.17600566425861e-08,21.2350426910277,41.5402483524009
"Calcb",-1.60371767758485,4.50047336376301e-10,3.1907624364793e-08,162.131625574002,49.0127186894042
"Trim25",-1.10452964084643,4.72511091558445e-10,3.33646394650641e-08,11.7488116603416,5.59564845804447
"Cxxc5",1.11562182465211,5.03399980583153e-10,3.54024155699628e-08,7.30144267874955,15.8842538444697
"Insc",-1.97300394093067,5.36679606463896e-10,3.75912811901077e-08,2.25756845819508,0.590674102249487
"Sdc4",1.64351462595198,5.79649967558411e-10,4.0438700336745e-08,2.46735208390126,8.0315887071913
"Dop1b",1.06527270299566,5.83019628505482e-10,4.0511734425355e-08,23.7907751060072,57.658077910392
"Blk",3.15379346791832,5.89320159362101e-10,4.07870353152159e-08,0.271599988159005,2.38633680095676
"Dgkh",-2.08720784834004,8.17273870879384e-10,5.63402117865903e-08,2.00022112973303,0.38560308099576
"Ica1",1.36989898991459,8.8910216650339e-10,6.1050515299156e-08,4.84781815941492,12.9297734830202
"Cyp4f13",1.10956066582507,8.99043655664236e-10,6.1491060386039e-08,10.8881517871109,23.4578194736898
"Gm21909",-3.14263868077573,1.10234373566451e-09,7.51014730223621e-08,8.28327055885857,0.812539953168419
"Rnf43",1.97515608832497,1.22796194234463e-09,8.33341799082983e-08,1.47086866062718,4.87880996628119
"Igkv10-96",2.83145503637509,1.23386461264349e-09,8.34102042988955e-08,1.83295917734153,14.5397849059667
"Spock2",1.31980249798881,1.55685801172061e-09,1.04838457847178e-07,1.33160938880002,3.41684016080922
"Pax5",3.12958930237562,1.58773580822498e-09,1.06506539350969e-07,0.230965913612031,0.624561129514494
"Camkk1",1.63626705316662,1.60638832112262e-09,1.07210101732582e-07,0.491244105794635,1.57884035517246
"Trim34a",-0.780348405934376,1.61051812705329e-09,1.07210101732582e-07,45.4052519824208,25.3439033371382
