"","log2FoldChange","pvalue","padj","meanTPM_E5","meanTPM_L5"
"Katnbl1",0.485759200612193,0.00792280511706194,0.0336594914646527,6.69823073380919,9.3400947731849
"Klhl28",-0.782944456362763,0.0079254976227553,0.0336636454629883,13.3594483304269,7.57200270640363
"Ptcd1",-0.526746663649289,0.00792811318142774,0.0336674709015335,9.49853199613799,6.25876516403881
"Calr3",1.08339911632251,0.00793046472292914,0.0336701737544431,0.209111981052155,0.548122780154119
"Rab31",0.647011124255693,0.00795066449954526,0.0337486368551508,2.02081274832346,3.21703663872971
"Ttc30a1",0.706586146121841,0.00799051366230202,0.033910454867772,0.471069061848792,0.797449806389399
"Traj2",0.876784882860279,0.00799284406063439,0.0339130137450561,57.2125260125839,124.92831296444
"Msrb2",-0.555480860887548,0.00802023220737321,0.0340218666152011,10.4371329749569,6.54311489051272
"Rps6kb2",-0.524018403586964,0.00802715950911917,0.0340438961942164,13.6497929007653,10.7978273811436
"Plvap",-2.7883833461823,0.00803707898947599,0.0340786036115319,0.0609388337272323,0
"Pakap",-0.657003157273449,0.00803972148928281,0.0340824470476355,2.47235145114458,1.23769192891987
"H2bc12",1.8867149771453,0.00804190791882045,0.0340843558424618,1.34276364568195,12.0610726623327
"Aplf",0.657378552868647,0.00805380142937085,0.0341273968619487,2.27465815613927,3.76093527658554
"Igkv6-20",-2.00885230088836,0.00805926612030997,0.0341377850634992,1.63904967892847,0.225517040106496
"Socs5",0.715055169325581,0.00805973073397101,0.0341377850634992,0.427899903020084,0.683139040292117
"Ccdc88a",0.96376467989033,0.0080641012171779,0.0341478203376012,0.280850185551562,0.377491235983565
"Ryk",0.978465068402997,0.00806557879510273,0.0341478203376012,0.304356254192659,0.651263524987207
"Rnf6",-0.681665837410522,0.00806953516595271,0.0341544450547069,26.9984807234175,15.5766295886342
"Zhx1",-0.796601819281566,0.00807062299352003,0.0341544450547069,9.1022027557034,3.97739882218071
"Rab39b",0.936597916483298,0.00811036342279334,0.0343152273095429,0.223791807600558,0.461990176942198
"Retreg1",0.526633472428748,0.00812577805862259,0.0343730391826931,11.3361290047433,16.5718928128174
"Galnt2",-0.847761373195958,0.00813052558784881,0.0343857126972529,4.79011813478004,5.00398733893007
"Mpig6b",-1.71432881751683,0.00813844246491324,0.0344117817082009,0.17589457968622,0.0240450849355782
"Slc4a11",1.61112884831136,0.00815762280205154,0.0344854545327037,0.062282070779606,0.270031444333482
"Zfp260",-0.513717743334567,0.00817852833415798,0.0345663871380386,33.6696165397719,23.0765579470916
"Rad9b",0.872722595866192,0.00818498249305386,0.0345850302902068,2.11222290579764,3.882944795388
"Zfp964",-0.809145019600438,0.00818646270163973,0.0345850302902068,0.676291704273522,0.329727627985337
"Gm15697",-1.1844387916294,0.00821484391364998,0.0346974646542118,0.332441551727781,0.11260482035114
"Rasgrp4",0.883886279283702,0.0082227157026491,0.0347232425627892,0.358992904316639,0.664224937830314
"Vcp",0.40658184333912,0.00823624244339329,0.0347728842255262,60.442582047705,77.6412878785385
"Ltk",-1.39567266907371,0.00825467473015785,0.0348432109874132,0.235084647407538,0.059884580689177
"Gm10359",0.829556572143325,0.0082736776137498,0.0348902647345845,239.849170410656,475.303173644721
"Gm12671",0.829556572143325,0.0082736776137498,0.0348902647345845,239.849170410656,475.303173644721
"Mrps27",0.717133144184025,0.00827025583328921,0.0348902647345845,15.7822958764248,27.0293975588841
"Pkd1l3",0.813235442435444,0.00827470826223643,0.0348902647345845,0.339918455921911,0.614455673156774
"Rtl8c",0.614640829614304,0.00826889666199948,0.0348902647345845,8.88329143655543,13.6624410918895
"Irak4",-0.426859794313245,0.00830526953901771,0.0350116065256594,22.874814079932,16.3526293367074
"Tspan10",-1.19542288471451,0.00831379961177791,0.0350400416441443,0.101478734690707,0
"Cib1",-0.684156951869754,0.00831738893392941,0.0350401243671464,148.722682404242,87.6215127276788
"Gsn",-0.649297259057312,0.00831709135753966,0.0350401243671464,28.5960114263581,17.2018915360686
"Clec3b",-2.57513984862978,0.00832118307376061,0.0350485874499181,0.210791243120963,0.00884348449190146
"Vmn2r105",-1.52256293780312,0.00832465618985685,0.0350556950491784,0.0397629747963017,0.00909596376198623
"Zkscan6",-0.53505511036669,0.00832951899491269,0.0350686504199284,8.67342139174175,5.69815254522069
"Ccl19",-1.03644850164692,0.00833152112593352,0.0350695589074457,0.215654809873803,0
"A130006I12Rik",-1.42897131714262,0.008355185904087,0.0351593231544768,1.72904795792119,0.477520116236345
"Mospd1",-0.664430912181536,0.00835642837402142,0.0351593231544768,16.8811576260255,9.53617030419464
"Rbpj",0.745285740755161,0.00836753854451615,0.0351985251137649,6.75466943792901,10.0959737649232
"Denn2b",0.942176026246176,0.00837372486736483,0.0352170022699457,0.160078546666395,0.473189296584988
"Dlgap5",0.749929906874786,0.00837711864797308,0.0352237295560093,10.8076572169022,17.6133428258096
"Ccdc122",1.47933476769406,0.00839184789931904,0.0352705540482619,0.118804377975605,0.421188234386916
"Nelfe",0.815371787481879,0.00839176246518213,0.0352705540482619,24.7016179130802,46.7194181998375
"Plbd1",0.683429020474095,0.00839852512807073,0.0352910627813109,6.98951297767956,11.0387691037606
"Bahd1",0.65533227705685,0.00840097210966353,0.0352937908103819,0.542786062706275,0.87973386634824
"Ern1",-0.795351503568894,0.00842999162183466,0.0353962206497357,0.529068242620639,0.1907375272138
"Gm47356",-1.0495149493579,0.00843076241636941,0.0353962206497357,0.256895524746444,0.100121682690486
"Wdr37",-0.538707872272373,0.00843005722744144,0.0353962206497357,11.5386642429162,7.67164149456204
"Gca",0.921640734389545,0.00844962640444138,0.0354678352730368,0.502167112062652,1.15966777686823
"Ptpn7",0.475201488453603,0.00845755362500136,0.035493521326641,59.9660999334741,82.5983215420561
"Crppa",0.978823025841484,0.00849033579924746,0.0356234820283877,0.201499110643782,0.512793992967295
"Aimp2",0.809487867849178,0.0085139751280361,0.0357150341268386,33.5527541364245,65.6220321304686
"Bcap29",0.713016006893868,0.0085161415169839,0.0357158330134202,33.5001441532134,54.9169828742204
"Bcas1",1.45496016178268,0.00851878387478202,0.0357158330134202,0.149281797244388,0.661271085977509
"Bin3",-0.53414579586538,0.00851962337010222,0.0357158330134202,51.504500667024,33.7433887192002
"Slc16a10",0.74844485661784,0.00853477837828515,0.0357717269689356,0.966959021077696,1.50761310396468
"Cpt1c",-0.979245924577055,0.00854558496064969,0.0358093754423639,0.743008064382493,0.309347553176025
"Adamtsl4",0.774031280537717,0.00854783648253416,0.0358111664159434,1.77674938038952,1.8377021653815
"F7",2.26914743953534,0.00855006575363734,0.0358128634255192,0.0114792747682836,0.122561638739631
"Trp53",0.566945318564274,0.00856574532438679,0.0358708857099747,155.735604201467,235.816315089378
"AC123856.1",-1.36526555626778,0.00859028841351832,0.0359659932041356,0.624358248340954,0.135958050865866
"Gpr1",2.52146162138649,0.00863318084131806,0.0361378691421655,0.0114884999898226,0.0925709021113512
"Pdk1",-0.68996545278618,0.00865554525360273,0.0362237613341993,15.0079900985779,7.80927458840091
"Gm48551",-0.793478105935822,0.00865741347247931,0.0362238579053098,0.947971671679311,0.509124143988507
"Alyref",0.865744345870248,0.00867601242093015,0.0362939432873856,30.324766793907,64.0998498951216
"Gm3550",0.769392463300467,0.00868729045335605,0.0363333800980583,0.959668322571812,1.78519244812644
"Dnajc14",-0.437332300881059,0.00870498650049184,0.0363996368429512,36.3941798429788,26.2756012500196
"Ctnnal1",0.957771356343616,0.00873879127815368,0.0365176565288874,0.23740840886345,0.515906553898376
"Papss2",0.947019825055676,0.00873753949502292,0.0365176565288874,0.143360421485963,0.317676477485103
"Pcbp4",0.861622151820991,0.00873511562202726,0.0365176565288874,0.748988304509672,1.3395357154773
"Lim2",-1.73559089736324,0.00875071956790753,0.0365597204846054,0.361337540655046,0.0869926630992604
"Omg",-1.95413941918645,0.00875438627076181,0.0365672577165098,0.137561713060811,0.0156590563817138
"Gm19345",1.70251663881939,0.00876309479270017,0.0365958470474983,0.0625444336040655,0.352285253741345
"Comtd1",0.624714436261236,0.00877288903516057,0.0366243506172673,17.3901555829989,28.9072719280819
"H2-K1",-0.461060642722161,0.00877551677381954,0.0366243506172673,2762.89546044916,1908.19490047976
"Hsf2",0.649930868315038,0.00877416812158231,0.0366243506172673,2.33821466113499,3.67461192569431
"Gabpb1",0.429972441250398,0.00878333154175994,0.0366491742460853,18.4374122654482,25.6748261737629
"Spata32",0.879280913130798,0.00879014487504847,0.0366698096444861,0,0.112888667798527
"Tmem106b",-0.718684168959947,0.00880341635749099,0.0367173719843347,16.0915246748294,8.48266906484169
"Gm6548",0.524868875517078,0.00881194726689244,0.0367451462921904,4.01254011342054,5.71464382729606
"Angptl4",0.633926030262002,0.00882737762309722,0.0368016728597674,4.05778340985979,6.39126728920279
"Rad54l",1.01011648768015,0.00887114899961761,0.0369763051296163,6.43413852272264,16.2227538730351
"Col14a1",-1.96895491574169,0.00887454655711725,0.0369826147334591,0.056396270501972,0.00737889001565186
"Bmi1",0.749477530784728,0.00889885200606818,0.0370760319573707,2.1547069735779,3.75038424570186
"Cblc",-0.979173698998287,0.008903292232205,0.0370866609596114,0.238852487944815,0
"Ppp2r3d",0.567026355267243,0.0089146231894362,0.0371259827015298,7.95257425946339,11.8713088540162
"Fkbp1a",0.621553873963027,0.0089230485531962,0.0371531896492784,246.656286302937,323.20207790857
"Prex2",0.594304294376569,0.00892962413454906,0.0371726846924231,0.491738434890659,0.756876540628962
"Rps27a",0.560438304885452,0.00896657431659648,0.037310679733663,730.323878627811,1106.7879469939
"Zfp939",1.15535478426125,0.00896586110940163,0.037310679733663,0.0934645482378137,0.254122271088001
"Rdh16",-1.26816335473421,0.00898034919624391,0.0373600795551304,0.185233384655285,0.0574394890433312
"Dgki",1.45266758117549,0.00899497642735877,0.0374130036487092,0.0609388598272407,0.287182529865588
"Ubfd1",0.443653580239907,0.00899980154225014,0.0374251437995032,3.18401478931165,4.3055056108378
"Tlr3",-1.35904469144007,0.00900791496355616,0.0374509501407316,0.273640754163548,0.134868311223691
"Mmrn1",-1.03520478127671,0.00901290747419277,0.0374637729268161,0.0258215969726309,0
"Ascl2",2.22227178174114,0.0090477735021714,0.037595126802287,0.00447068601755601,0.108708739617688
"H2-T10",-0.43809919328425,0.00904833812860667,0.037595126802287,24.8866033463173,17.9842287631622
"Ccng2",-0.525559113569944,0.00907737317919577,0.0377077846495919,16.1549623781126,11.2378650554045
"Abhd2",-0.543453686663784,0.00908836731734229,0.0377454679868974,12.2023216152287,7.76283804491469
"Zfp688",-0.517169287905036,0.0091046673238118,0.037805166857249,11.0690993165946,8.01978865859877
"Ing4",-0.460792745542928,0.0091108871736785,0.0378229936548226,27.2962462586274,19.9318800210008
"Vps35l",-0.516869332712191,0.00912401768242926,0.0378694958015753,41.520941404077,26.9915379335946
"Vmn2r95",-0.894740004929797,0.00915674305028477,0.0379972901211563,0.134855095954766,0.0615856230770286
"Scg2",0.64273456662986,0.00916914445043535,0.0380407108729812,0,0.0645347419150487
"Thg1l",0.529905287831989,0.0091774628980684,0.0380671776072002,9.26689299195142,14.2109274982626
"Vtn",0.846835271727802,0.00918070323658511,0.0380725741319474,0,0.127560251982007
"Napepld",-0.617946219411802,0.00920624927053943,0.0381704510410201,1.09869812109557,0.665222533780238
"Ephx2",-1.67243233300082,0.00921285932386547,0.0381817298387433,0.180018950332257,0.034018397469159
"Nin",-0.775998412903879,0.00921095011987141,0.0381817298387433,3.65838449533747,2.23576360007849
"Dipk1b",1.15118606571157,0.00921658588896482,0.0381891123199995,0.208440904510535,0.611261019081935
"Ttll1",-0.570948548006598,0.00926204494394823,0.0383693746232521,5.68003917781195,3.68337697952253
"Fcgr3",0.715074779325576,0.00929661626054782,0.0385044663348259,8.73191894818146,14.220982554795
"Cmklr1",-0.976390040431609,0.00930283737480366,0.038513982147226,0.760702467670669,0.414738408667878
"Plac8",-0.736821317876399,0.00930214994616521,0.038513982147226,595.786337580361,338.668826702508
"Taf9b",-0.498044611163342,0.00931013651558133,0.0385360742302114,24.5355154929208,16.1898759952797
"Gabpb2",-0.579075679328624,0.00932038462696113,0.038570360665367,9.02088779182941,5.25260445719024
"Ppcs",-0.444242757753869,0.00932588937699864,0.0385850074287118,31.9886043129173,21.8137205628293
"Sema6a",-2.43156188466237,0.00934947046318627,0.0386744214355821,0.0827899299916063,0.0152021499130694
"Grb7",-1.1647441328122,0.00935334812552258,0.0386823110175394,1.24024058786007,0.468577813833014
"Rpl22",0.492868638583622,0.00935641812023072,0.0386868577372303,911.131165445623,1298.45537419318
"2610002M06Rik",0.499251835799995,0.00937968711657247,0.038766740520537,7.82255463637865,11.706538410804
"Mecr",0.752013465397959,0.0093779479468514,0.038766740520537,15.5466611232267,26.1303370181232
"Trim72",-0.892517297515919,0.00938731051205671,0.0387900820822348,0.0749813073387231,0
"Gm10420",1.07853348462232,0.00939071062191069,0.0387959661046613,0.496870305426274,1.2266224014459
"Plekhg1",1.38876169932781,0.00939924982901346,0.0388230744042062,0.0975950376397269,0.138152913113798
"Ell",-0.468538878438809,0.00944107319072445,0.0389876207152508,13.7185264630175,9.4005109662188
"Polr3gl",-0.471751678463416,0.00946402013561816,0.0390741626293282,15.5425674618177,9.88763954647133
"4930402H24Rik",-0.487896484449922,0.00948095476326602,0.0391358502759543,6.34007519374723,4.11406582745041
"Rtkn2",0.902170774074742,0.00949923639095552,0.0392030710168675,0.504538064748896,1.11422000307992
"Enpp6",0.992508721792783,0.00951236879709525,0.0392490172813312,0.150051777512984,0.472833579179282
"Gm10273",0.692021108079284,0.0095204629340148,0.0392741601850344,16.4672201080829,27.0383737777738
"Nsmce2",0.449668265459655,0.0095520930091107,0.0393963634358952,42.8512196895631,57.7973272557028
"Kif1b",-0.584256100420269,0.00958018244790597,0.0395039155255808,1.86787230770082,1.19780212770413
"Cotl1",-0.642886905942896,0.00958637691202257,0.0395045658137756,173.371574643954,106.409467014601
"Sigmar1",0.661900060433918,0.00958474957000745,0.0395045658137756,15.6839115442552,25.5861066096558
"Srebf2",-0.502514796561348,0.00958475444835677,0.0395045658137756,12.8909273939173,9.2693001564415
"Grn",0.550062402648992,0.00959936713050441,0.0395497954892051,12.6869953792459,18.0241165239337
"Stac2",-1.74285243566401,0.00962537130763544,0.0396486129902432,0.105280292959776,0.0244444044582456
"Cdc42ep4",0.831587393701231,0.00963086734549603,0.0396589857773031,0.578446761753808,1.15954689820657
"Mfsd8",-0.516343075851865,0.00963192971608502,0.0396589857773031,11.6668440995415,5.53252723085271
"Ten1",-0.569283356904051,0.00966404973177056,0.0397828945972153,95.2820566207732,62.9548096162107
"Pilrb2",0.819496619286193,0.00968918600252478,0.0398780083022152,3.7683851306728,7.00367822376893
"Hyou1",0.665007460883882,0.00971664292774316,0.0399826313052722,3.58998849082485,5.8268901111664
"Prkcz2",-0.976975744123122,0.00975479200564989,0.0401227899968403,1.13508759298185,0.47067634086926
"Serpind1",1.4894443225517,0.00975451636599533,0.0401227899968403,0.0522563362097919,0.218897620489714
"Cckar",-2.04024377685964,0.00977608513874276,0.0402019487733133,0.108105149173034,0.0119871890499438
"Clec4n",-0.705830985404597,0.00978794575724831,0.0402422934254029,4.98378743160832,3.01189433407242
"Zfp874a",-0.847502408721983,0.0097958889630382,0.0402665184510816,6.2994266740187,2.86235879128786
"Ccdc189",-1.27191893770281,0.0098221469255436,0.0403660013486021,0.651569844780953,0.176949080246207
"Suox",-0.705272502093981,0.00982535328423964,0.040370727433276,12.0019759727465,6.92653092679966
"Ntan1",-0.506032150119318,0.00985629957497151,0.0404894064146978,109.208432896916,74.4781267374279
"Zdhhc5",0.449501633588805,0.0098819095921036,0.0405861190611251,2.82848295978053,3.88421033015096
"Bcl2l11",0.587390015605441,0.0099028863681427,0.040661946323815,9.41653091402013,13.9749513158932
"Mgat1",-0.544369951480742,0.00990451443156496,0.040661946323815,82.0425719278064,53.2746078044524
"Zcrb1",0.499436614985878,0.00990771536692973,0.0406665833333816,49.2453590768002,69.4911661409323
"Chchd10",0.811163130238544,0.00994515324630899,0.040811715830171,4.13781885720471,8.03211018415493
"Bri3",0.671081332924272,0.00995960250603726,0.0408624694667761,2.40299305649236,3.85737901165553
"Usf1",-0.533579803122627,0.00996297022353918,0.04086774580621,54.5395691414928,37.2591129114539
"Gm4739",0.677639785465608,0.00997465526122173,0.0409071301625872,664.630193413503,1146.04014528572
"Repin1",0.63516293511771,0.0100311031006486,0.0411128634805708,0.812517673668406,1.30174338313121
"Smyd3",0.458694064994737,0.0100300566662263,0.0411128634805708,10.8822605041255,14.0594819444553
"Tug1",-0.646912339642728,0.010030285562446,0.0411128634805708,48.8918588147456,28.3161882027536
"Mpp1",0.436496421775814,0.0100359673290049,0.0411242142774,38.6406121380434,49.4277704138076
"Sec14l2",-1.4379015083643,0.01004266652651,0.0411430778899092,0.287900511455012,0.0951977537278835
"Pdp2",-0.413394681455539,0.0100655392105536,0.0412281798000391,7.42597825260676,5.3077438077958
"Cdc25a",0.53433351334892,0.0100736796155471,0.0412529157723032,2.21181126644277,3.02068179207882
"Dennd6b",0.565812493888171,0.0100896769571318,0.041309809806551,0.999266973383656,1.69013921743831
"Ighv1-50",-2.2841449860211,0.0101010659170803,0.0413476733612708,0.894423102105643,0.0914004906551176
"Naa40",0.545642552029705,0.0101031371798093,0.0413476733612708,10.4738697203037,15.7572150474485
"Exosc7",0.539718470311127,0.010114765076842,0.0413866335949483,63.6439587716627,94.2719837113799
"Frrs1",0.609185563081785,0.01012791078084,0.041431786715868,24.0307254012705,30.2981713910642
"Il18bp",-0.806722623513147,0.0101801921941119,0.0416369860739178,3.42437792494134,1.60069111642084
"Ighv7-4",-0.797727424675184,0.0101835642520474,0.0416421023528837,0.418723311301474,0
"Ceacam-ps1",2.33054979725649,0.0101935774555805,0.0416696284517473,0.0143858477736528,0.28589141512585
"Esam",-1.28671105066281,0.0101945408238459,0.0416696284517473,0.283949994865474,0.171104359978219
"Vcl",-0.633972237886707,0.01022891446613,0.0418014256451007,0.807150146092152,0.407938091766428
"B4galt2",2.40901906379687,0.0102372477026534,0.0418188304703602,0.00792756693627916,0.115815004730408
"Stradb",-0.576885792440338,0.0102374337428969,0.0418188304703602,8.50861970429277,5.45439903821923
"Eif5b",0.635002106134135,0.0102698780340128,0.0419426348166713,6.66375892182954,10.5430975933797
"Wipf2",-0.507017820299243,0.0102729019469359,0.0419462585320812,2.93839759415927,1.94410423934513
"Marveld2",0.504000526812834,0.0102783001164094,0.0419595732762214,2.15499170675659,3.02538592645096
"Rel",0.697710548833878,0.0103480884621216,0.0422356907876031,2.50508280616477,4.09023323186532
"Ccdc7b",1.19102704811248,0.0103600714469797,0.0422758101532125,0.145008151224863,0.368022735200108
"Mex3c",0.618202135272471,0.010385002358322,0.0423599348220606,1.18319707846064,1.81790194219879
"Tyms",0.849163101434005,0.0103830625796776,0.0423599348220606,101.985924075607,243.971588476752
"Tead2",-0.946752561710582,0.010397177064914,0.0424007852385524,3.1491294300817,1.6465978584138
"Aldh3b1",0.761211581603596,0.0104059650854871,0.0424278102924781,1.83867691903016,3.20577974785409
"Dnase1l1",-0.52955230631909,0.0104185541457693,0.0424703187271063,11.439178429795,7.1797922068429
"Dtx3l",-0.563124277192713,0.0104685242162249,0.0426651582754677,18.9643799706067,11.8105680879204
"Ndufaf7",0.584239833701765,0.0104770689796668,0.0426911204252424,25.1410100597762,38.4810010270093
"Gjb1",0.706570828447194,0.0104801980311733,0.0426919776527412,0,0.0821802559623085
"Plpp2",0.943871337942267,0.0104816285801861,0.0426919776527412,1.91580200239885,4.35491853218984
"Hsp90b1",0.406540200894036,0.0104858384659384,0.0427002656634106,94.759102848023,125.603467294684
"Metrn",0.77228287848091,0.0105078573304799,0.0427810566387351,4.11326855253323,8.19817333335473
"Oas1b",-0.549558507348601,0.0105136188312141,0.042792126025923,7.10374970127251,4.07476781752917
"Prorp",0.563168700520606,0.0105149356127268,0.042792126025923,5.50526085876552,8.15729839694837
"Ccdc97",-0.46285990920208,0.0105397372277904,0.0428841702084936,19.2274019379315,13.682622046757
"Cecr2",-0.892373963232967,0.010561000278054,0.0429617814875169,0.211931398509436,0.12965508552955
"Car15",-1.3134261307266,0.0105777530343581,0.0430210166916342,0.794883129212422,0.253901449791032
"Bex6",1.09606274826528,0.0105850032779125,0.0430326743325696,0.457113250607289,1.08577100009451
"Tmem97",0.916082091292853,0.0105836232061722,0.0430326743325696,17.9051375614076,39.6886898537761
"Tnnt3",-1.25269870830707,0.0105904080070186,0.0430457329179686,1.51559844795356,0.27847343547196
"Wrnip1",0.482383206047901,0.0106141643930349,0.0431333627331942,2.48512635499356,3.42460856697682
"Pbdc1",0.668032940732501,0.0106204924532142,0.0431501464903771,28.3735340903689,47.587152919157
"Rpl5-ps1",0.773780960621326,0.0106287885165901,0.0431749174752113,1.1020988422892,1.98512758791668
"Prr33",-1.11854021658534,0.0106362751730575,0.0431963910214038,0.572746842797259,0.204971791489726
"Ddx3x",0.674158894690931,0.0106532699610714,0.0432564624355229,9.65343734248191,15.1529984987777
"Myo10",-1.0675977307301,0.010694727684334,0.0434068418232056,0.187004255712099,0.104562621074806
"Rfc5",0.915646202901602,0.0106940038579942,0.0434068418232056,22.3007176195527,52.2083461568331
"6330549D23Rik",0.967571467720498,0.0107171271563602,0.0434887640210136,0.225802147492142,0.542537016847875
"Rubcn",-0.580788064658066,0.0107203114778824,0.0434926957912351,2.52013901137855,1.64506891491728
"Gm14137",-1.5609608985098,0.0107260272394426,0.0434981867180195,0.135067710534064,0.0273207001426803
"Gtf2h4",0.62974034669113,0.0107260962663984,0.0434981867180195,14.9362466052781,23.5705967206204
"Naip5",0.953428590386492,0.0107415898962789,0.0435520224790885,0.272109978556874,0.582312359579591
"Tnks1bp1",0.62570477286273,0.0107950695006102,0.0437598192104026,0.652779539899062,0.966936137125071
"Lin7a",1.96802599616064,0.0108112485131116,0.0438073128605586,0.0124258146677416,0.103258654612857
"Sele",1.29691657007603,0.010809987688103,0.0438073128605586,0.0471178893628822,0.164392632443442
"Impact",-0.724359379542735,0.0108453791562857,0.0439274775317107,6.29264361638337,3.13344667828684
"Vars2",0.567504744821069,0.0108439652713562,0.0439274775317107,2.45275990969428,3.19098300811257
"Ublcp1",0.58572250985639,0.0108503231157062,0.0439384371715231,17.8640795658733,25.1029292823225
"Ccdc116",0.71654583455392,0.0108556039354324,0.0439507561271206,0.348582920647708,0.58957388579736
"H2-M2",-1.41634406512177,0.0108635612221763,0.0439739038997455,0.310219785628932,0.0746194787556958
"Bet1",0.408395208707186,0.0108789463825866,0.0440094736034928,16.5604576387375,20.3446054831883
"Tmem229b",-0.544942250773402,0.010876004912728,0.0440094736034928,23.4667999206753,15.133980551039
"Trub2",-0.490551201745851,0.0108790737264543,0.0440094736034928,15.414317578227,10.4358050019607
"AC149294.1",-0.951681728896402,0.0108854673467095,0.0440262659560363,4.20835568913648,1.80749420217781
"Sft2d3",-0.799916508476269,0.0108960833530991,0.0440601253116462,0.642607328199501,0.3227417196514
"Hdac1",0.541104267903054,0.0109374529674317,0.044218302441643,163.609467196925,239.532446270702
"Rnf32",-1.41346279065089,0.0109406486291765,0.044222115274448,0.749888454456485,0.222879879908575
"Spag4",1.06620797053791,0.0109525082055595,0.044260938882574,0.0820361884412127,0.34465537771505
"Arhgef3",-0.470719598682792,0.0109990900065352,0.044440036017349,68.0790029530723,45.8993489667244
"Gm6169",0.866662250339854,0.0110121707184178,0.0444829419333098,0.809197245667259,1.66310984266945
"Srxn1",1.04369526014279,0.0110142410726273,0.0444829419333098,0.134023293081811,0.316059522896086
"Ccdc115",0.455990463895553,0.0110346985014199,0.0445472344190571,28.7829735261729,39.1167825772912
"Lgals3bp",-0.612604500161033,0.0110331234218487,0.0445472344190571,102.829716109118,63.0592487543552
"Arhgdig",1.98100536546879,0.0110372135075704,0.0445482268874636,0.0265929083172407,0.268422321795001
"Gm10182",0.848609077833589,0.0110482000103828,0.0445834044406648,106.211296615369,223.131348203228
"Ndufab1-ps",0.481085033830255,0.0110562116666566,0.0446065654418007,0,0.522590782783018
"AC147806.3",-1.82435796589115,0.0110929320163242,0.0447087746549943,1.18728191725392,0.193376975080844
"Acvr2b",1.4572851311888,0.0110899265494768,0.0447087746549943,0.0587516558342197,0.169536470414691
"Hnrnpa1l2-ps",2.2370163332729,0.0110923748415389,0.0447087746549943,0.0113293738812318,0.157428555150043
"Srms",-1.67059644585986,0.0110902505673519,0.0447087746549943,0.119833283565476,0.0201302061830733
"Zscan20",-0.715175787256258,0.0110896793502794,0.0447087746549943,0.694802074243732,0.409430727568668
"Camk2g",-0.43924648033604,0.0111008035165432,0.0447313166331641,24.3428201622099,15.7245814076834
"Iqcb1",0.459531379835281,0.0111158479834194,0.0447827473036097,6.59046538391987,9.64098059011116
"Cul2",0.548380415234224,0.0111232479947843,0.0448033657434564,12.4804583659991,17.4995090250847
"B3galt5",-2.17781242956852,0.0111349999810594,0.0448415014621862,0.145273757575072,0.00144573945513405
"Eci1",0.540192601214125,0.0111450610408419,0.0448636125392267,29.3950389325145,40.8872306919753
"Gm7582",-1.48480980374825,0.0111437598410678,0.0448636125392267,3.23887671278034,0.738551734487426
"Kat6a",-0.692878481423445,0.0111666819257593,0.0449414308254422,5.81310705161311,3.20929166407656
"Snd1",0.492983992146005,0.0111890380193928,0.0450221755270996,23.7916697457223,33.7368088751014
"Apoa2",1.02945559877273,0.0112090117200877,0.0450933028870413,1.68789852810871,3.87461173610825
"Tomm70a",0.650613501023929,0.0112166299893981,0.0451147059930061,3.13886242887015,4.94866421561182
"Pmvk",0.68063733050408,0.011226654189705,0.0451365298079641,20.4822106510531,35.2206871522945
"Trav10n",-0.854618260303199,0.0112252469873805,0.0451365298079641,0.578441301022335,0
"Klc4",-0.570893578600444,0.0112396477761354,0.0451795178421562,4.98856782435829,3.18253053340356
"Lysmd4",-0.538050582696184,0.0112425120149956,0.0451817801184018,3.14789902192684,2.07868932675062
"Pex16",-0.581425608964397,0.0112530691265001,0.0452149515127815,29.0844840951172,17.8910230625544
"Smtn",-0.693000159516217,0.0112635520907388,0.0452478114682595,0.870620136528768,0.484596238782085
"Akt2-ps",-0.815481355831522,0.0112770463415142,0.0452927524092896,0.0816353173762034,0
"Aasdh",0.513681841267397,0.0112924585330469,0.0453453765434192,4.39113266558974,6.25822355254255
"Map1a",-0.928016441080762,0.011310728568408,0.0454094526083816,0.139311833492893,0.0522082145489554
"Cdk4",0.677781860955094,0.0113222075263602,0.045446243745145,229.112754419596,410.144011727273
"Vpreb3",-1.06953337656143,0.0113311362083167,0.0454727853723779,2.40839926841373,0.979629427233123
"Calcb",0.86498474247086,0.0113487729750391,0.0455157529919374,0.637921040487127,7.71950497029721
"Cnot10",0.402114741639452,0.0113487984359991,0.0455157529919374,10.5304924327324,13.2445561939232
"Gm5127",-1.41191561971948,0.0113472428624543,0.0455157529919374,0.274652802690266,0.0617004742100277
"Tnfaip3",0.640221895753418,0.0113571065921748,0.0455397705509756,3.35870881322169,5.47658075415111
"Armh3",-0.452993856743248,0.0113756508296586,0.0456048145982963,4.15719068395164,2.76466867111966
"Gm8164",1.56694952690643,0.0113785701340037,0.045607204751074,0.0707877284392336,0.325662710839266
"Tmx3",-0.603649118874833,0.0113866218473655,0.0456301612793384,18.5293834184569,12.5120235705116
"Scamp3",-0.545263980281673,0.0113901917587758,0.0456351519608749,108.275810478963,69.6350935842827
"Vapa",0.427564922783525,0.0113979064109265,0.0456567432481758,18.2682231152948,25.7880513166639
"Teddm2",-1.15092605831398,0.0114309095055548,0.0457796033074362,0.287684533066267,0.0992990118446847
"Mak16",0.423063887376339,0.0115060485738008,0.0460711290232221,52.1721748890694,67.1076340861211
