"","log2FoldChange","pvalue","padj","meanTPM_E7","meanTPM_L7"
"Sapcd2",5.23206770999185,6.413470741191e-44,1.30358751683837e-41,0.181013617596893,8.28959436697446
"Stil",4.55491388605626,7.34360965622558e-44,1.47741436716473e-41,0.181709763310248,4.9655229656722
"Rad51ap1",3.97245177688056,8.2497566876276e-44,1.64295154397238e-41,1.58615656596642,29.8132589370673
"St3gal6",-2.48922361599323,1.33175832070168e-43,2.62569470509543e-41,101.858072537435,18.8986521646657
"Dop1b",-2.88581793744329,4.42730094286196e-43,8.64244211776896e-41,79.4697848179412,6.99999544473866
"Cdca3",4.1207422452771,4.56044216544877e-43,8.81506644450862e-41,5.38451329657945,115.875194123506
"Marcksl1",5.44375895874406,6.80720915282377e-43,1.30301879278712e-40,0.457891767351109,21.8262658848325
"Pimreg",5.13031266354382,7.00879716608185e-43,1.32870620121605e-40,0.474599420531719,18.0375602498628
"Usp6nl",3.10343486884729,9.82070188748025e-43,1.84404722298629e-40,0.365325528101809,3.76534902491018
"Exo1",3.65772214799769,1.0302749634467e-42,1.91631143201086e-40,0.851798022652887,19.3988661730203
"Cdca5",4.42824018168088,2.28055654077668e-42,4.20219184653767e-40,1.20594071719576,27.9837872686031
"Cdkn3",3.80737193241218,4.51843854446307e-42,8.24866058728092e-40,3.74664106040802,59.2746896831464
"Klhl3",-3.49762648047916,4.81753979180071e-42,8.71400133349934e-40,3.7586044649509,0.358135214448957
"Satb1",-2.38520357899834,4.98998708159372e-42,8.94387139097289e-40,37.4673024772568,7.18043450538995
"Tk1",3.81428438485112,6.46138630283946e-42,1.14768191303408e-39,6.88812227669141,119.217748955301
"Pif1",5.21524621373351,7.84069679618752e-42,1.38024266101458e-39,0.0924694391479029,4.22481466825557
"Sytl1",-3.40909907373254,2.63844026540813e-41,4.60349453741476e-39,12.5127077388353,1.29365874191124
"Dusp4",6.65392121578926,3.34327657534526e-41,5.78210885609713e-39,0.0581942606727225,6.31151272961394
"Kif11",3.77712247916131,3.45299636894796e-41,5.91993707914591e-39,1.02373482700727,15.6420349793248
"Cks1b",3.60099515321808,3.77722428931624e-41,6.41997880070337e-39,15.2292892560692,202.624207141949
"Mnd1",6.00768129623409,4.60032541772089e-41,7.75213811416967e-39,0.187459414230784,13.2583284327816
"2900026A02Rik",4.18654797799722,7.11885399669802e-41,1.18945191016015e-38,0.0801862908779503,1.76598284981495
"Kif4",4.91308140771002,8.05072728603602e-41,1.33384990900409e-38,0.218387144386467,6.77756281354391
"Txndc5",-2.38432837703142,9.60740356801759e-41,1.57849640622529e-38,73.9621570807359,15.0026373628516
"Ypel2",3.23717659152969,1.3110744794357e-40,2.13629292864085e-38,0.377538868350473,4.09156813955988
"Stmn1",3.55339590837089,3.48589399835356e-40,5.63343328455236e-38,65.6430998902578,832.559379437749
"Spdl1",3.58294633364441,3.71400354913657e-40,5.95327593290867e-38,0.498033492319871,7.06742591507945
"Anxa2",2.58634363641425,3.85230615971943e-40,6.1251667939539e-38,170.684264577033,1131.65649934003
"Ankle1",4.22899906180464,5.16771239515415e-40,8.15092940662874e-38,0.271762804296326,4.81391036875811
"H2bc11",5.28989936933453,5.81127441016411e-40,9.09326081514251e-38,0.876362124358532,38.0796847907644
"Cenps",3.31855296651914,6.58470269413989e-40,1.02223620722569e-37,2.97456309120651,33.5744689581853
"Armc7",-2.83677704047982,1.33541491663937e-39,2.05695628878608e-37,155.915022128614,23.2072675286892
"Cdk1",3.47234891634619,1.55701862545292e-39,2.37970381545967e-37,12.8410824964381,149.419578137354
"Casp3",2.71074401640425,2.92649228379004e-39,4.43836322055419e-37,18.9956250327435,133.273585627982
"Apol7e",-2.49573128695751,6.79920010837817e-39,1.02330556745637e-36,52.4779754395536,10.0233000370432
"Ska1",4.55494512943035,7.25355799794652e-39,1.08341779914783e-36,0.587012356143067,14.2838913794391
"Troap",4.38871709459773,8.26631296478026e-39,1.22540320611735e-36,0.353662980770994,7.39170482099896
"Cenpp",3.9138462632564,1.24869270708002e-38,1.83725562782012e-36,1.47208233197371,24.6696347732668
"Ncaph",3.64606939273817,1.43464556828955e-38,2.09522014995532e-36,3.19151125413491,43.6899905873899
"Cit",3.06293455651865,1.73878732176077e-38,2.51471225425215e-36,1.52058901301082,10.2968636985622
"Itm2a",3.8284665113066,1.74739084414965e-38,2.51471225425215e-36,19.9054961189253,308.889477982964
"Eya2",-3.86540841079913,1.92880993390517e-38,2.75568236644017e-36,13.7898488326045,1.05508065898364
"Cacna1d",4.26254422302338,1.96502218948175e-38,2.7872214020016e-36,0.427532820394449,4.03727092838551
"Id2",-3.67618861439821,1.99718223376343e-38,2.81260320863427e-36,1645.02106809674,141.601008366699
"Gas2",3.73854088855769,2.53706436147386e-38,3.54757169863962e-36,0.866167843023564,9.14279785234847
"Ctla4",2.94200485568777,3.44624631660776e-38,4.78494312522807e-36,7.33810463810534,63.0247037025018
"Tigit",3.57009809566041,3.64619474880206e-38,5.02715913757912e-36,10.5887236064507,142.499371405282
"Cxxc5",4.03025133185594,3.86607704459006e-38,5.29330382021789e-36,0.526790673586163,9.8457918680444
"Ramp1",4.48777982516671,5.22398471876554e-38,7.10317811828837e-36,0.889341959243064,24.3442996216115
"Cd2",-2.39216032267579,5.67265352838159e-38,7.66041349079256e-36,840.053072504278,171.68164446003
"Pask",3.80690874093315,1.17571480349832e-37,1.57689748746754e-35,0.282767719748084,2.95383144101142
"Slco4a1",2.96085908527785,1.75144538134666e-37,2.33320926612369e-35,2.07270872708388,17.7832622586347
"Ccnb1",3.90612286252931,1.97822340849961e-37,2.60017684813188e-35,6.68326521309413,109.521406926903
"Hcst",-2.42982596167755,1.97475999726464e-37,2.60017684813188e-35,1224.91962107959,244.164404326222
"Kntc1",3.95958011571581,2.96906449485283e-37,3.8766937470542e-35,0.553759021444428,7.68965989265452
"Nt5e",3.12793091413758,3.81624333406112e-37,4.95006931410192e-35,5.05307253624939,47.1130768570531
"Aurka",3.46109310978088,4.81658518058155e-37,6.20678388368273e-35,2.6194165694095,31.4568864784124
"Ccl3",3.66707660174251,6.24942671354625e-37,8.000889421057e-35,9.5088840371804,139.655949453089
"Prelid2",4.16401749819887,6.63677761566367e-37,8.44198112712419e-35,4.3432923189381,86.2253365174117
"Cldn10",4.43836127779634,8.91258140206661e-37,1.12641317258426e-34,0.254412393757476,6.58357020390106
"Rora",-3.40109724859376,1.03879496680843e-36,1.30451474940096e-34,13.9714168341986,1.3063019116796
"Hivep3",3.05042385171761,2.91605162844855e-36,3.63878948775263e-34,3.63473230717816,4.22450004651383
"Egr2",3.86461973225897,3.14650117667079e-36,3.90166145907178e-34,1.22286158816366,20.1867527095575
"Tiam1",5.68003981723231,3.32441887948632e-36,4.09651516424702e-34,0.0607233370583391,3.37434754891652
"Cdc20",3.52719028518515,3.36093501668783e-36,4.11578849621226e-34,2.91269922752082,36.0329569137253
"Rflnb",-3.74416501794472,5.27614253787575e-36,6.42126088128138e-34,6.50730127130483,0.512381343057183
"Uhrf1",3.66564393733436,6.40306731116992e-36,7.74496166300774e-34,3.32189440682697,45.5511510509168
"Akr1c13",-2.50552794394395,8.44470543105207e-36,1.01521836755258e-33,32.2019193189662,6.42571357107224
"Wfikkn2",-3.96602200229312,9.03534681237923e-36,1.07964180456284e-33,7.40310719099419,0.488867610488727
"Zwilch",3.51585248349024,9.5209095079488e-36,1.13080874613686e-33,0.7877817798705,7.48204478912755
"Gins1",3.73624529125162,1.5458589206723e-35,1.82503919041767e-33,2.19518363410872,26.1832793869797
"Trip13",3.88014713203446,1.74018157884416e-35,2.04222738145782e-33,0.761675239230553,13.5231696952099
"Melk",4.20023264922211,1.87048223873664e-35,2.18215549224447e-33,0.571092452291211,11.7514228424358
"Prr11",3.1788337044847,2.13731746582474e-35,2.47878536212944e-33,0.509961198166657,5.1101076006199
"Cenpa",3.01268268884946,2.34963192987762e-35,2.70908439353609e-33,21.5581921386207,208.403078278214
"Tlr12",-3.63059803632624,3.7310195255907e-35,4.27678959107827e-33,4.50837997127647,0.463424471115095
"Ly6c2",-2.27191811541639,4.65167593931012e-35,5.3012972727999e-33,4636.79301343266,1037.00340180742
"Gldc",4.38487909589204,6.71319930328092e-35,7.60674927951072e-33,0.169944268194864,2.38551252748022
"Top2a",3.03805260207134,6.95283282915895e-35,7.83326011769703e-33,12.439889665667,104.469330384632
"Dtl",3.29696232093082,7.67037355781046e-35,8.5925616514654e-33,1.39273830423656,14.6681531194761
"Eme1",3.2943053683676,8.34233358009092e-35,9.29251123531484e-33,0.917343363991017,10.3820469528371
"Sh2d1a",-2.04830816370515,1.23398482530623e-34,1.36681150650212e-32,298.624382942299,78.6379793626018
"Tnfsf4",7.05198062698469,1.42150178029445e-34,1.56571670951314e-32,0.0321518918493013,5.38292682175351
"Esm1",-6.53033617328823,2.28322526569321e-34,2.50089274102263e-32,7.18128901857767,0.0843020439713571
"Hmmr",4.02230346517693,3.03017779865928e-34,3.30071742974399e-32,0.857489034943856,16.2945519590282
"Acss2",-3.07058929626007,4.70471318625811e-34,5.09660028462994e-32,18.1824591329786,2.39751084606699
"Ncapg",3.22411396424429,6.62377633311243e-34,7.13630460019916e-32,2.61775398678634,25.988786196445
"Cenpi",3.32296187875576,9.67221785004028e-34,1.03079701152105e-31,1.00649837388651,10.8201278504414
"Gzmk",-4.40564987768018,9.66138056058908e-34,1.03079701152105e-31,235.101273515927,12.343888285155
"Asf1b",3.06692989439088,1.5680327717202e-33,1.66211473802342e-31,11.9983074308923,110.275283644892
"Lrr1",6.18472204429245,1.61124107141301e-33,1.69878229753898e-31,0.0962949815352376,7.58723540970254
"Pitpnm2",2.92652285279654,2.20681977304151e-33,2.31434354496204e-31,0.516039937381049,9.77375206093243
"Trdv2-2",-2.29388502399335,2.76423349612711e-33,2.88357818040434e-31,190.219170884805,41.2018518072935
"Brip1",2.9035226318698,3.87930522935905e-33,4.02549378431806e-31,0.952309545487467,7.94363879205025
"Lcn4",-2.91576915290004,7.3478388380616e-33,7.58481625817919e-31,38.2502427768495,5.30751226640141
"Cdca7",3.39050276761727,8.55792474099541e-33,8.78791896840966e-31,7.93990125202025,89.1612063250088
"Plxdc2",3.36684912944674,1.21759239948606e-32,1.24383687814856e-30,0.592567596413761,6.89452027829363
"Sgk1",-2.37688588275758,1.31940360576463e-32,1.34089492222966e-30,119.729070541495,25.852145106729
"Mylip",-2.43840038198794,1.33935115338137e-32,1.35418704308037e-30,11.8982481608609,2.37338286850618
"Neil3",3.77108806636992,1.51688004808357e-32,1.52585750142937e-30,0.88235035683665,15.2603601631362
"H2ac14",4.70520283868758,1.60197598784656e-32,1.60327708509558e-30,7.924852519952,224.312178351874
"Ppfibp1",3.62754329382273,1.65931441805397e-32,1.65227490234101e-30,0.21736597775024,3.17563028874273
"Pou6f1",-2.57357960712374,1.71836256649058e-32,1.70247418899137e-30,5.01671504106511,1.05130181431035
"Foxm1",3.30997682945401,1.98118996533401e-32,1.95305706782627e-30,0.326582240124165,2.86700330669732
"Ociad2",3.70572751247403,2.12640734092879e-32,2.08578343949015e-30,0.245328417258302,7.95900832491421
"Elovl7",-3.59805960261715,2.20478488977005e-32,2.15195737062903e-30,3.48384842466976,0.291459176613932
"Izumo1r",5.09169420753309,2.55531571364879e-32,2.48180318277338e-30,6.9650942273807,279.481752109539
"Ska3",3.84118580743578,3.11856765145704e-32,3.01400391255525e-30,0.894277140595574,14.1099277538699
"Ube2c",4.38587789893581,4.33230259926932e-32,4.16661844132653e-30,7.61492887082629,176.23540562911
"Tacc3",2.99621319499154,5.16161231447971e-32,4.94011399962534e-30,9.16118618660473,79.125669797346
"Tpmt",3.20529957768168,5.87506954756976e-32,5.59579087922152e-30,1.81131808714185,21.4726927041667
"Aunip",4.4986509823952,6.24546445770921e-32,5.91997967539398e-30,0.291042952279515,7.23255198980383
"Hrob",5.2246079570825,8.25445446290323e-32,7.78683369333015e-30,0.288082828644457,8.88229148297774
"Gnaq",2.54276502509763,1.14688087890576e-31,1.07675730516695e-29,7.8938339320772,14.1991357660315
"Gab3",-2.93259450368093,1.22193555926868e-31,1.14178585244271e-29,37.6410006215062,5.30586411532042
"Spock2",3.65653872407899,1.30268769075042e-31,1.21149955239789e-29,0.14151555997551,1.9631232730674
"Csrp2",3.46196217215465,1.37870920146557e-31,1.27617984113123e-29,1.71600260647727,22.3985881360677
"Tspan32",2.21741461264821,1.49269645936438e-31,1.37523380340318e-29,24.873417508564,138.23558133176
"Slc4a1",-4.00162094197028,1.5149092049623e-31,1.38920697139705e-29,2.51223506490789,0.170328641061931
"Fosb",5.72066359218835,1.54385176024071e-31,1.40919357893082e-29,0.045898550251062,2.08301805471487
"Edaradd",-3.10067787603247,1.92373482308936e-31,1.7478504964069e-29,1.65928950104119,0.204892132403255
"Mctp2",-3.11683227100288,4.05108990211373e-31,3.66382057385662e-29,5.89549509261067,0.943580519983292
"Fancd2",4.54106588965213,4.16908273975731e-31,3.75331668023083e-29,0.250617338213918,3.90954670816637
"Ephx1",3.66828203083761,4.22245073417218e-31,3.78408357613358e-29,9.80829821906018,140.934265015978
"Thy1",-2.34168883312199,4.47337464213356e-31,3.99081694318124e-29,155.465842088089,30.599077872674
"Slc16a5",-6.02570835350247,4.81324579602371e-31,4.27468261776592e-29,5.53648192404478,0.0895097399908862
"2610318N02Rik",2.99366339422007,5.08668590304065e-31,4.49726902530715e-29,3.86064301416878,33.3573919618833
"Crem",2.92199119868225,5.26589479526513e-31,4.63492775818961e-29,6.86171561249393,61.3837458920464
"Gm15428",6.22460252052307,8.39945189816612e-31,7.36015971663303e-29,0.486739099598085,40.3825114362935
"Tmem38b",2.22300436165952,8.845110616961e-31,7.71638057185854e-29,2.89284210200646,17.5388345062352
"Nfil3",3.71829148540005,9.3643510249291e-31,8.13337201795164e-29,0.276583896799047,4.21368444980832
"Orc1",3.48023818221522,1.75687996634773e-30,1.51923883405754e-28,1.22093028607373,6.60877231855105
"Pdcd1lg2",3.64032735886291,1.77282623502414e-30,1.52633371396227e-28,1.11399931210522,15.3608730742666
"H1f5",4.5902675673172,2.0434508545442e-30,1.75168161079102e-28,2.3533681159678,61.6336142819254
"Cenph",3.32352847084868,2.06858952053854e-30,1.76555458817913e-28,1.48684424344612,14.2286522463631
"Sgo1",4.29784249119431,3.47322559804232e-30,2.95164292633631e-28,0.570900120913778,12.4533039678776
"Lig1",3.22221753208135,4.43905287945862e-30,3.75623890864404e-28,6.71794728508388,63.2928061723282
"Ect2",3.20627586044849,4.92689948836074e-30,4.1512286458342e-28,1.14750645637392,10.9920728558449
"Itgax",-4.49243709601817,6.98840788119466e-30,5.86312552279293e-28,29.8097818852028,1.42406995246484
"Galnt10",-2.79246391632754,8.91198643725496e-30,7.44528494054741e-28,3.26761519378333,0.532582537536827
"Cxcr3",-2.26579596424849,9.45947355015119e-30,7.86932407235362e-28,346.843751536979,76.2814368456824
"Xdh",2.25360687979814,1.11621732726634e-29,9.24678185898452e-28,7.17393006075991,48.0321854317303
"Sgo2a",3.74466515081641,1.24568351963719e-29,1.02761072272665e-27,0.167393932579282,2.5742849777531
"Egr3",4.1162446743997,1.45430958010521e-29,1.19471532005643e-27,0.198189285120296,3.82137846435485
"Rrm2",3.23517364607256,1.55421851442631e-29,1.27149262366926e-27,19.5448098164647,199.876619227081
"Smap2",-2.2237048952836,2.03342868469021e-29,1.65665619617158e-27,176.679871072157,39.4361687835449
"Mis18bp1",3.65192683911778,2.37350684119605e-29,1.92576382226425e-27,0.888718821644627,12.4875186606088
"Spin4",5.29864868287199,2.70566740793989e-29,2.18626797602225e-27,0.0333077540192613,1.41097935586609
"Fanci",3.38272771155935,3.85397409281519e-29,3.10142666179365e-27,0.543752595735672,4.52490661495147
"Gas2l3",3.13058561761103,4.71672040348435e-29,3.78027884045112e-27,0.205025718933693,3.19482384248608
"Ifitm10",-2.79357590137182,4.96068692503497e-29,3.95971268882548e-27,37.3189581264031,5.60048279925059
"Cenpn",3.28843591362175,5.0848117567199e-29,4.04242534659232e-27,1.4640579744561,16.8453562997234
"Gramd3",-1.86392184452586,5.97325917292889e-29,4.72966979331189e-27,248.074914393624,78.3432398221263
"Alcam",2.50571381611157,6.06691200707558e-29,4.76554729607578e-27,0.839361387487006,6.28491683042748
"Igf1r",3.12930970169976,6.04792250387623e-29,4.76554729607578e-27,0.187289505189322,1.47976933187641
"Aspm",4.00232490097375,6.59963963320115e-29,5.16343234159499e-27,0.391398529720586,2.26071934758504
"Ly6a",-2.46644970840504,7.19705368375469e-29,5.60858143987776e-27,964.743985854554,190.545043697317
"Nsl1",2.8037323762501,8.81941604015832e-29,6.84581128534494e-27,0.583736818586351,5.88226437708518
"Trat1",-3.69796932633422,9.12190615700616e-29,7.05284320751112e-27,16.8526742605848,0.94701285207346
"Ccl4",2.43129938488806,1.35177789861274e-28,1.04108019722847e-26,63.9964705941058,390.596158728929
"Tns1",3.55448337850929,1.52165106585266e-28,1.16734912118097e-26,0.961018793575898,13.1965204218633
"Bub1b",4.76971318710947,1.58806124475397e-28,1.21357424424687e-26,0.902154137417922,27.5843150492311
"Aurkb",3.76468656654924,1.80993506606505e-28,1.37778686341848e-26,4.05895463178912,58.0823871182811
"Snx9",2.95043836164345,2.17002895140485e-28,1.64554964638069e-26,0.385861788690217,3.40567143710637
"Actn2",-3.6983904281839,2.72767278849126e-28,2.06049029493846e-26,32.6455433767284,1.32995853593188
"Ncapg2",3.15268634184709,2.78237045774019e-28,2.09378686812235e-26,1.03998678639336,9.60448634832553
"Clspn",3.09678815366682,3.07790144298401e-28,2.30737280797995e-26,0.881441963868939,11.2042539158701
